term,normalized_term,semantic_hint,source,source_url,source_family,derived_variant,collision_risk,notes
Asian/Pacific Islander (old definition),asian pacific islander old definition,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Assessment Accommodation Category,assessment accommodation category,PROCESS_EVENT,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26374,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Assessment
Assets,assets,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,HIGH,"Source-attested IPEDS glossary term. Related item: Current assets,Noncurrent assets,Fixed assets"
Assignment End Date,assignment end date,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26518,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=Course Section; category=Staff
Assignment Start Date,assignment start date,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26517,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=Course Section; category=Staff
Associate's Colleges,associate s colleges,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,LOW,Derived mechanically from source-attested form “Associate's Colleges (Carnegie)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
Associate's Colleges (Carnegie),associate s colleges carnegie,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term. Related item: Carnegie Classification
Associate's degree,associate s degree,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
At-will contract or employment agreement,at will contract or employment agreement,DOCUMENT_SYSTEM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Attendance status,attendance status,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,MEDIUM,"Source-attested IPEDS glossary term. Related item: Full-time student,Part-time student"
Audit/auditing (a class),audit auditing a class,DOCUMENT_SYSTEM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Audit opinion,audit opinion,DOCUMENT_SYSTEM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,MEDIUM,Source-attested IPEDS glossary term.
Auditor,auditor,ROLE,UT Austin Office of the Registrar Glossary of Catalog Terminology,https://registrar.utexas.edu/catalogs/glossary,Public institutional catalog/registrar glossary,false,HIGH,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Auxiliary enterprises expenses,auxiliary enterprises expenses,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Auxiliary enterprises revenues,auxiliary enterprises revenues,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Average cost of attendance,average cost of attendance,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,"Source-attested IPEDS glossary term. Related item: Cost of attendance (COA) [for IPEDS reporting purposes],Allowable costs,Total cost of attendance"
Average Net price,average net price,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,LOW,Derived mechanically from source-attested form “Average Net price (ANP)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
Average Net price (ANP),average net price anp,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,MEDIUM,Source-attested IPEDS glossary term. Related item: Total cost of attendance
Avocational programs,avocational programs,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Awaiting Foster Care Status,awaiting foster care status,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=27903,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Status
Award Year,award year,PROCESS_EVENT,Federal Student Aid Handbook Glossary,https://fsapartners.ed.gov/knowledge-center/fsa-handbook/glossary,Federal Student Aid glossary,false,MEDIUM,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Baccalaureate,baccalaureate,ACADEMIC_CONCEPT,UT Austin Office of the Registrar Glossary of Catalog Terminology,https://registrar.utexas.edu/catalogs/glossary,Public institutional catalog/registrar glossary,false,HIGH,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Baccalaureate/Associate's Colleges,baccalaureate associate s colleges,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,LOW,Derived mechanically from source-attested form “Baccalaureate/Associate's Colleges (Carnegie)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
Baccalaureate/Associate's Colleges (Carnegie),baccalaureate associate s colleges carnegie,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term. Related item: Carnegie Classification
Baccalaureate Colleges - General,baccalaureate colleges general,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,LOW,Derived mechanically from source-attested form “Baccalaureate Colleges - General  (Carnegie)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
Baccalaureate Colleges - General  (Carnegie),baccalaureate colleges general carnegie,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term. Related item: Carnegie Classification
Baccalaureate Colleges - Liberal Arts,baccalaureate colleges liberal arts,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,LOW,Derived mechanically from source-attested form “Baccalaureate Colleges - Liberal Arts (Carnegie)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
Baccalaureate Colleges - Liberal Arts (Carnegie),baccalaureate colleges liberal arts carnegie,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term. Related item: Carnegie Classification
Bachelor's degree,bachelor s degree,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Bachelor's or equivalent degree-seeking subcohort,bachelor s or equivalent degree seeking subcohort,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Balance owed on principal,balance owed on principal,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Balance sheet,balance sheet,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Basic Principles for Income Tax Accounting,basic principles for income tax accounting,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Berkeley Academic Guide,berkeley academic guide,ACADEMIC_CONCEPT,UC Berkeley Office of the Registrar Enrollment Glossary,https://registrar.berkeley.edu/enrollment/glossary/,Public institutional registrar glossary,false,LOW,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Birthdate,birthdate,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26033,NCES/CEDS,false,HIGH,Source-attested CEDS postsecondary element; entity=PS Student; category=Demographic
"Black, non-Hispanic (old definition)",black non hispanic old definition,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Black or African American,black or african american,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26657,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Demographic
Black or African American,black or african american,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Board Charges,board charges,ORGANIZATION,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26729,NCES/CEDS,false,MEDIUM,Source-attested CEDS postsecondary element; entity=PS Institution; category=IPEDS Reporting
Board Member Position Type,board member position type,ORGANIZATION,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=28004,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=Organization; category=Board
Board Member Term End Date,board member term end date,ORGANIZATION,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=28005,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=Organization; category=Board
Board Member Term Start Date,board member term start date,ORGANIZATION,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=28006,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=Organization; category=Board
Board Membership Type,board membership type,ORGANIZATION,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=28007,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=Organization; category=Board
Book value,book value,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Books and supplies,books and supplies,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Books and Supplies Costs,books and supplies costs,ACADEMIC_CONCEPT,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26730,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Institution; category=IPEDS Reporting
Branch institution,branch institution,ORGANIZATION,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Building Site Number,building site number,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26595,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=Organization; category=Address
Buildings,buildings,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,HIGH,Source-attested IPEDS glossary term.
Business and Financial Operations Occupations,business and financial operations occupations,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Business-type activities,business type activities,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
CAE,cae,DOCUMENT_SYSTEM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,MEDIUM,Derived mechanically from source-attested form “Cambridge Certificate of Advanced English (CAE)” (parenthetical-code-extracted); not independently source-attested as a standalone term.
Cafeteria plan,cafeteria plan,DOCUMENT_SYSTEM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,MEDIUM,Source-attested IPEDS glossary term.
Cal Student Central,cal student central,ROLE,UC Berkeley Office of the Registrar Enrollment Glossary,https://registrar.berkeley.edu/enrollment/glossary/,Public institutional registrar glossary,true,LOW,Derived mechanically from source-attested form “Cal Student Central (CSC)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
Cal Student Central (CSC),cal student central csc,ROLE,UC Berkeley Office of the Registrar Enrollment Glossary,https://registrar.berkeley.edu/enrollment/glossary/,Public institutional registrar glossary,false,MEDIUM,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
CalCentral,calcentral,OTHER_DOMAIN_TERM,UC Berkeley Office of the Registrar Enrollment Glossary,https://registrar.berkeley.edu/enrollment/glossary/,Public institutional registrar glossary,false,HIGH,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Calculated value,calculated value,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,LOW,Derived mechanically from source-attested form “Calculated value (CV)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
Calculated value (CV),calculated value cv,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,MEDIUM,Source-attested IPEDS glossary term.
Calculation of FTE students (using fall student headcounts),calculation of fte students using fall student headcounts,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,MEDIUM,Source-attested IPEDS glossary term.
Calculation of FTE students (using instructional activity),calculation of fte students using instructional activity,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,MEDIUM,Source-attested IPEDS glossary term.
Calendar system,calendar system,DOCUMENT_SYSTEM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
