term,normalized_term,semantic_hint,source_domain,source_name,source_url,source_family,source_authority_level,source_attested,derived_variant,parent_term,collision_risk,notes,source_id,acronym,acronym_expansion
lease asset,lease asset,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,LOW,,,,
lease receivable,lease receivable,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,LOW,,,,
leasehold improvements,leasehold improvements,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,LOW,,,,
lender,lender,ROLE,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,HIGH,,,,
Lessor Lease Receivable,lessor lease receivable,ACCOUNT_TYPE,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,LOW,,193000,,
leverage,leverage,FINANCIAL_CONCEPT,FINANCE,Federal Reserve Regulatory Reform Glossary,https://www.federalreserve.gov/regreform/reform-glossary.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,HIGH,,,,
liabilities,liabilities,ACCOUNTING_CONCEPT,ACCOUNTING,SEC Beginners' Guide to Financial Statements,https://www.sec.gov/about/reports-publications/investorpubsbegfinstmtguide,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
line of credit,line of credit,FINANCIAL_INSTRUMENT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
liquidity,liquidity,FINANCIAL_CONCEPT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
liquidity,liquidity,FINANCIAL_CONCEPT,FINANCE,Federal Reserve Regulatory Reform Glossary,https://www.federalreserve.gov/regreform/reform-glossary.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,LOW,,,,
liquidity,liquidity,FINANCIAL_CONCEPT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
liquidity risk,liquidity risk,FINANCIAL_CONCEPT,FINANCE,Federal Reserve Regulatory Reform Glossary,https://www.federalreserve.gov/regreform/reform-glossary.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,LOW,,,,
loan,loan,FINANCIAL_INSTRUMENT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,HIGH,,,,
loan modification,loan modification,PROCESS_EVENT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
loan modification,loan modification,PROCESS_EVENT,FINANCE,CFPB Mortgages Key Terms,https://www.consumerfinance.gov/consumer-tools/mortgages/answers/key-terms/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
loan term,loan term,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
loan to value ratio,loan to value ratio,FINANCIAL_CONCEPT,FINANCE,CFPB Mortgages Key Terms,https://www.consumerfinance.gov/consumer-tools/mortgages/answers/key-terms/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,False,True,loan-to-value ratio,LOW,Conservative deterministic punctuation/hyphenation variant of source-attested parent term.,,,
loan-to-value ratio,loan-to-value ratio,FINANCIAL_CONCEPT,FINANCE,CFPB Mortgages Key Terms,https://www.consumerfinance.gov/consumer-tools/mortgages/answers/key-terms/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
"loans receivable, net","loans receivable, net",ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,LOW,,,,
long position,long position,FINANCIAL_CONCEPT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
loss,loss,TAX_CONCEPT,TAX,IRS Publication 551 – Basis of Assets,https://www.irs.gov/publications/p551,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
loss mitigation,loss mitigation,PROCESS_EVENT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
loss mitigation,loss mitigation,PROCESS_EVENT,FINANCE,CFPB Mortgages Key Terms,https://www.consumerfinance.gov/consumer-tools/mortgages/answers/key-terms/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
LTV,ltv,FINANCIAL_CONCEPT,FINANCE,CFPB Mortgages Key Terms,https://www.consumerfinance.gov/consumer-tools/mortgages/answers/key-terms/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,HIGH,,,LTV,loan-to-value ratio
maintenance margin,maintenance margin,FINANCIAL_CONCEPT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
major swap participant,major swap participant,ROLE,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
margin,margin,FINANCIAL_CONCEPT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
margin account,margin account,ACCOUNT_TYPE,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
marginal tax rate,marginal tax rate,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
market capitalization,market capitalization,FINANCIAL_CONCEPT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
market maker,market maker,ROLE,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
market maker,market maker,ROLE,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
market risk,market risk,FINANCIAL_CONCEPT,FINANCE,Federal Reserve Regulatory Reform Glossary,https://www.federalreserve.gov/regreform/reform-glossary.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,LOW,,,,
market risk,market risk,FINANCIAL_CONCEPT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
material information,material information,REGULATORY_TERM,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
mediation,mediation,PROCESS_EVENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
Medicare tax,medicare tax,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,Collision note: medical/healthcare lexical overlap.,,,
Medicare tax,medicare tax,TAX_CONCEPT,TAX,IRS Understanding Employment Taxes,https://www.irs.gov/businesses/small-businesses-self-employed/understanding-employment-taxes,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,Collision note: medical/healthcare lexical overlap.,,,
Military Lending Act,military lending act,REGULATORY_TERM,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
minimum payment,minimum payment,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
mobile banking,mobile banking,PROCESS_EVENT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
money market deposit account,money market deposit account,ACCOUNT_TYPE,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,MEDIUM,,,,
money market fund,money market fund,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
money market instrument,money market instrument,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
money-market deposit account,money-market deposit account,ACCOUNT_TYPE,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,False,True,money market deposit account,MEDIUM,Conservative deterministic punctuation/hyphenation variant of source-attested parent term.,,,
money-market fund,money-market fund,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,False,True,money market fund,MEDIUM,Conservative deterministic punctuation/hyphenation variant of source-attested parent term.,,,
mortgage,mortgage,FINANCIAL_INSTRUMENT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,HIGH,,,,
mortgage insurance,mortgage insurance,FINANCIAL_CONCEPT,FINANCE,CFPB Mortgages Key Terms,https://www.consumerfinance.gov/consumer-tools/mortgages/answers/key-terms/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,MEDIUM,,,,
municipal bond,municipal bond,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
mutual fund,mutual fund,FINANCIAL_INSTRUMENT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,MEDIUM,,,,
mutual fund,mutual fund,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
natural resources,natural resources,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,LOW,,,,
NAV,nav,FINANCIAL_CONCEPT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,HIGH,,,NAV,net asset value
net asset value,net asset value,FINANCIAL_CONCEPT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
net cost of operations,net cost of operations,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,LOW,,,,
net income,net income,ACCOUNTING_CONCEPT,ACCOUNTING,SEC Beginners' Guide to Financial Statements,https://www.sec.gov/about/reports-publications/investorpubsbegfinstmtguide,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
net income,net income,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,MEDIUM,,,,
net operating cost,net operating cost,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,LOW,,,,
net position,net position,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,LOW,,,,
net profit,net profit,ACCOUNTING_CONCEPT,ACCOUNTING,SEC Beginners' Guide to Financial Statements,https://www.sec.gov/about/reports-publications/investorpubsbegfinstmtguide,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
nontaxable income,nontaxable income,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,,,,
normal balance,normal balance,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,LOW,,,,
notes to financial statements,notes to financial statements,DOCUMENT,ACCOUNTING,SEC Beginners' Guide to Financial Statements,https://www.sec.gov/about/reports-publications/investorpubsbegfinstmtguide,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
notional amount,notional amount,FINANCIAL_CONCEPT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
novation,novation,PROCESS_EVENT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,HIGH,,,,
obligations,obligations,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,LOW,,,,
offset,offset,PROCESS_EVENT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,HIGH,,,,
online banking,online banking,PROCESS_EVENT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
open interest,open interest,FINANCIAL_CONCEPT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
open-loop prepaid card,open-loop prepaid card,ACCOUNT_TYPE,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
operating activities,operating activities,ACCOUNTING_CONCEPT,ACCOUNTING,SEC Beginners' Guide to Financial Statements,https://www.sec.gov/about/reports-publications/investorpubsbegfinstmtguide,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
operating income,operating income,ACCOUNTING_CONCEPT,ACCOUNTING,SEC Beginners' Guide to Financial Statements,https://www.sec.gov/about/reports-publications/investorpubsbegfinstmtguide,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
opportunity cost,opportunity cost,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
option,option,FINANCIAL_INSTRUMENT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
option,option,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
original basis,original basis,TAX_CONCEPT,TAX,IRS Publication 551 – Basis of Assets,https://www.irs.gov/publications/p551,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
origination fee,origination fee,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
"Other General Property, Plant, and Equipment","other general property, plant, and equipment",ACCOUNT_TYPE,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,MEDIUM,,189000,,
Other Natural Resources,other natural resources,ACCOUNT_TYPE,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,LOW,,184000,,
out of pocket cost,out of pocket cost,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,False,True,out-of-pocket cost,LOW,Conservative deterministic punctuation/hyphenation variant of source-attested parent term.,,,
out-of-pocket cost,out-of-pocket cost,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
outlays,outlays,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,HIGH,,,,
overdraft,overdraft,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
ownership category,ownership category,FINANCIAL_CONCEPT,FINANCE,FDIC EDIE Glossary,https://edie.fdic.gov/glossary.html,FDIC,US_FEDERAL_BANKING_AUTHORITY,True,False,,LOW,,,,
partnership account,partnership account,ACCOUNT_TYPE,FINANCE,FDIC EDIE Glossary,https://edie.fdic.gov/glossary.html,FDIC,US_FEDERAL_BANKING_AUTHORITY,True,False,,MEDIUM,,,,
payable,payable,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,HIGH,,,,
payday loan,payday loan,FINANCIAL_INSTRUMENT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
payment,payment,PROCESS_EVENT,FINANCE,Federal Reserve Payments Glossary,https://www.federalreserve.gov/paymentsystems/pfs_glossary.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
payroll tax,payroll tax,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
penny stock,penny stock,REGULATORY_TERM,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
periodic report,periodic report,DOCUMENT,FINANCE,SEC Forms Index / EDGAR Filing Forms,https://www.sec.gov/submit-filings/forms-index,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
personal exemption,personal exemption,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
PITI,piti,FINANCIAL_CONCEPT,FINANCE,CFPB Mortgages Key Terms,https://www.consumerfinance.gov/consumer-tools/mortgages/answers/key-terms/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,HIGH,,,PITI,"principal, interest, taxes, and insurance"
PMI,pmi,FINANCIAL_CONCEPT,FINANCE,CFPB Mortgages Key Terms,https://www.consumerfinance.gov/consumer-tools/mortgages/answers/key-terms/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,HIGH,,,PMI,private mortgage insurance
points,points,FINANCIAL_CONCEPT,FINANCE,CFPB Mortgages Key Terms,https://www.consumerfinance.gov/consumer-tools/mortgages/answers/key-terms/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,HIGH,,,,
position,position,FINANCIAL_CONCEPT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
position accountability,position accountability,FINANCIAL_CONCEPT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
position limit,position limit,FINANCIAL_CONCEPT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
preferred stock,preferred stock,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
premium,premium,FINANCIAL_CONCEPT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,HIGH,,,,
prepaid card,prepaid card,ACCOUNT_TYPE,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
prepayment penalty,prepayment penalty,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
primary federal regulator,primary federal regulator,REGULATORY_TERM,FINANCE,FDIC BankFind Glossary & Variable Definitions,https://banks.data.fdic.gov/bankfind-suite/help?helpTopic=glossary-and-variable-definitions,FDIC,US_FEDERAL_BANKING_AUTHORITY,True,False,,LOW,,,,
principal,principal,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
